"Id";"Type";"Nature";"Caracteristique"
7588;"autre";"charnier";
7589;"mobilier";"parement de chapelle";
7590;"religieux";"chassuble";
7591;"mobilier";"chambre";
7592;"vêtement";"robe";
7593;"ajusté";"gipon";
7594;"tête";"chapeau";
7595;"mobilier";"chambre";
7596;"vêtement";"robe";
7597;"tête";"barete";
7598;"autre";"épingle";
7599;"ajusté";"pourpoint";
7600;"ajusté";"pourpoint";
7601;"militaire";"bannière de trompette";
7602;"extérieur";"aumuse";
7603;"militaire";"cote d'arme";"brodé"
7604;"sous vêtement";"chausses";
7605;"parure";"gangt";
7606;"autre";"emballage";
7607;"ajusté";"pourpoint";
7608;"tête";"barete";
7609;"tête";"barete";
7610;"cheval";"garnison";
7611;"tête";"chapeau";
7612;"vêtement";"robe";
7613;"ajusté";"pourpoint";
7614;"mobilier";"coutre";
7615;"religieux";"aube";
7616;"religieux";"amict";
7617;"tête";"chapeau de til";
7618;"vêtement";"aumuse";"de nuit"
7619;"sous vêtement";"chausses";
7620;"vêtement";"robe";
7621;"religieux";"chasuble";
7622;"religieux";"drap d'autel";
7623;"religieux";"drap d'autel";
7624;"religieux";"chape";
7625;"vêtement";"aumuse";"de nuit"
7626;"religieux";"chasuble";
7627;"tête";"bonet";
7628;"religieux";"chape";
7629;"ajusté";"pourpoint";
7630;"tête";"chapeau de til";
7631;"autre";"couverture de livre";
7632;"tête";"barete";
7633;"tête";"bonet";
7634;"parure";"manche";
7635;"sous vêtement";"chausses";"de joute"
7636;"ajusté";"pourpoint";
7637;"parure";"aiguillette";
7638;"ajusté";"pourpoint";
7639;"tête";"bonet";"de nuit"
7640;"vêtement";"aumuse";
7641;"tête";"berret";"de nuit"
7642;"ajusté";"pourpoint";
7643;"tête";"bonet";
7644;"parure";"gangt";
7645;"sous vêtement";"chausses";
7646;"tête";"berret";
7647;"tête";"bonet";
7648;"autre";"gangt";
7649;"ajusté";"gipon";
7650;"vêtement";"robe";
7651;"ajusté";"pourpoint";
7652;"sous vêtement";"chausses";
7653;"vêtement";"aumuse";
7654;"religieux";"robe";"de prêtre"
7655;"religieux";"garnement d'église";
7656;"broderie";"orfroy";
7657;"vêtement";"aumuse";
7658;"vêtement";"aumuse";"double"
7659;"vêtement";"aumuse";
7660;"vêtement";"robe";
7661;"vêtement";"robe";
7662;"vêtement";"robe";
7663;"vêtement";"robe";
7664;"broderie";"broderie";
7665;"broderie";"broderie";
7666;"vêtement";"robe";"freppé"
7667;"tête";"chaperon";"freppé"
7668;"tête";"chaperon";
7669;"religieux";"chape";
7670;"religieux";"chape";
7671;"religieux";"chassuble";
7672;"religieux";"aube";
7673;"religieux";"chassuble";
7674;"religieux";"manipule";
7675;"religieux";"diaque";
7676;"religieux";"subdiaque";
7677;"religieux";"chassuble";
7678;"religieux";"diaque";
7679;"religieux";"subdiaque";
7680;"religieux";"étole";
7681;"religieux";"manipule";"double"
7682;"religieux";"chassuble";
7683;"religieux";"diaque";
7684;"religieux";"subdiaque";
7685;"religieux";"manipule";
7686;"religieux";"chasuble";
7687;"religieux";"étole";
7688;"religieux";"manipule";
7689;"religieux";"chasuble";
7690;"religieux";"aumuse";
7691;"religieux";"étole";
7692;"religieux";"manipule";
7693;"religieux";"chasuble";
7694;"religieux";"étole";
7695;"religieux";"manipule";
7696;"religieux";"aumuse";
7697;"religieux";"chassuble";
7698;"religieux";"aumuse";
7699;"religieux";"étole";
7700;"religieux";"manipule";
7701;"religieux";"chassuble";
7702;"religieux";"aumuse";
7703;"religieux";"étole";
7704;"religieux";"manipule";
7705;"religieux";"drap d'autel";
7706;"religieux";"drap d'autel";
7707;"religieux";"chasuble";
7708;"religieux";"aumuse";
7709;"religieux";"étole";
7710;"religieux";"manipule";
7711;"religieux";"chasuble";
7712;"religieux";"drap d'autel";
7713;"vêtement";"robe";
7714;"ajusté";"gipon";
7715;"vêtement";"veste";
7716;"ajusté";"gipon";
7717;"vêtement";"veste";
7718;"tête";"chaperon";
7719;"sous vêtement";"chausses";
7720;"ajusté";"gipon";
7721;"vêtement";"veste";
7722;"vêtement";"veste";
7723;"sous vêtement";"chausses";
7724;"vêtement";"veste";
7725;"mobilier";"couverture de lit";
7726;"ajusté";"gipon";
7727;"sous vêtement";"chausses";
7728;"sous vêtement";"chausses";
7729;"vêtement";"veste";
7730;"vêtement";"veste";
7731;"vêtement";"veste";
7732;"vêtement";"veste";
7733;"tête";"chaperon";
7734;"vêtement";"veste";
7735;"vêtement";"veste";
7736;"vêtement";"veste";
7737;"religieux";"habit";
7738;"vêtement";"veste";
7739;"parure";"aiguillette";
7740;"vêtement";"veste";
7741;"sous vêtement";"drap linge";
7742;"ajusté";"gipon";
7743;"sous vêtement";"chausses";
7744;"sous vêtement";"chausses";
7745;"vêtement";"veste";
7746;"parure";"gangt de Fauconnier";
7747;"sous vêtement";"chausses";
7748;"tête";"chapeau";
7749;"parure";"aiguillette";
7750;"extérieur";"mantel";
7751;"vêtement";"robe";
7752;"vêtement";"robe";
7753;"vêtement";"robe";
7754;"vêtement";"robe";
7755;"vêtement";"robe";
7756;"sous vêtement";"chausses";
7757;"sous vêtement";"gonelle";
7758;"vêtement";"robe";
7759;"vêtement";"robe";
7760;"vêtement";"robe";
7761;"parure";"mitaine";
7762;"tête";"chapeau";
7763;"vêtement";"robe";
7764;"ajusté";"gipon";
7765;"vêtement";"robe";
7766;"sous vêtement";"gonelle";
7767;"sous vêtement";"chausses";
7768;"sous vêtement";"chausses";
7769;"ajusté";"gipon";
7770;"autre";"emballage";
7771;"mobilier";"linceul";
7772;"intérieur";"cote";
7773;"vêtement";"robe";
7774;"sous vêtement";"chausses";
7775;"extérieur";"mantellet";
7776;"vêtement";"robe";
7777;"vêtement";"robe";
7778;"vêtement";"robe";
7779;"vêtement";"robe";
7780;"vêtement";"robe";
7781;"parure";"devise";
7782;"sous vêtement";"drap linge";
7783;"sous vêtement";"tunique";
7784;"mobilier";"linceul";
7785;"sous vêtement";"chausses";
7786;"sous vêtement";"gonelle";
7787;"vêtement";"robe";
7788;"ajusté";"pourpoint";
7789;"ajusté";"pourpoint";
7790;"sous vêtement";"chausses";
7791;"vêtement";"robe";"brodé"
7792;"vêtement";"robe";
7793;"cheval";"couverture de cheval";
7794;"militaire";"cote d'arme";
7795;"militaire";"bandière";
7796;"militaire";"bandière";
7797;"tête";"chaperon";
7798;"sous vêtement";"chausses";
7799;"vêtement";"robe";
7800;"vêtement";"aumuse";
7801;"tête";"bonet";
7802;"vêtement";"aumuse";
7803;"extérieur";"mantel";
7804;"militaire";"étandard";
7805;"vêtement";"robe";
7806;"ajusté";"pourpoint";
7807;"ajusté";"pourpoint";
7808;"extérieur";"huque";
7809;"extérieur";"huque";
7810;"vêtement";"robe";
7811;"sous vêtement";"chausses";
7812;"ajusté";"pourpoint";
7813;"sous vêtement";"chausses";
7814;"autre";"sac";
7815;"cheval";"épousette";
7816;"vêtement";"robe";
7817;"vêtement";"robe";
7818;"vêtement";"robe";
7819;"tête";"bonet";
7820;"vêtement";"robe";"brode d'un vollet"
7821;"tête";"chaperon";
7822;"sous vêtement";"chausses";
7823;"tête";"chaperon";
7824;"ajusté";"pourpoint";
7825;"vêtement";"robe";
7826;"vêtement";"robe";
7827;"vêtement";"robe";"freppé"
7828;"extérieur";"mantel";
7829;"vêtement";"veste";
7830;"tête";"barete";
7831;"sous vêtement";"chausses";
7832;"tête";"chaperon";
7833;"sous vêtement";"chausses";
7834;"vêtement";"robe";
7835;"ajusté";"gipon";
7836;"sous vêtement";"chausses";
7837;"tête";"chapeau";
7838;"vêtement";"robe";
7839;"vêtement";"robe";
7840;"vêtement";"robe";
7841;"vêtement";"robe";
7842;"vêtement";"robe";
7843;"sous vêtement";"chausses";
7844;"tête";"chaperon";
7845;"sous vêtement";"chausses";
7846;"sous vêtement";"chausses";
7847;"parure";"chausson";
7848;"vêtement";"robe";
7849;"sous vêtement";"chausses";
7850;"sous vêtement";"chausses";
7851;"vêtement";"robe";
7852;"sous vêtement";"chausses";
7853;"ajusté";"pourpoint";
7854;"ajusté";"pourpoint";
7855;"parure";"mitaine";
7856;"tête";"chapeau";
7857;"ajusté";"pourpoint";
7858;"mobilier";"fenêtre";
7859;"broderie";"broderie";"annonciation"
7860;"vêtement";"robe";"long"
7861;"vêtement";"robe";"court à chevaucher"
7862;"vêtement";"robe";"jusqu'à mi-jambe"
7863;"sous vêtement";"chausses";
7864;"tête";"chaperon";"à cornette"
7865;"tête";"chaperon";"sans cornette"
7866;"vêtement";"robe";
7867;"vêtement";"robe";"grand manche ouvert"
7868;"tête";"chaperon";"sans cornette"
7869;"tête";"chaperon";"à cornette"
7870;"ajusté";"pourpoint";
7871;"militaire";"armes";
7872;"mobilier";"coutre";
7873;"mobilier";"courte-pointe";
7874;"sous vêtement";"chausses";
7875;"ajusté";"gipon";
7876;"ajusté";"gipon";
7877;"sous vêtement";"chausses";
7878;"ajusté";"gipon";
7879;"ajusté";"gipon";
7880;"sous vêtement";"chausses";
7881;"sous vêtement";"chausses";
7882;"sous vêtement";"chausses";
7883;"sous vêtement";"chausses";
7884;"ajusté";"gipon";
7885;"sous vêtement";"chausses";
7886;"sous vêtement";"chausses";
7887;"sous vêtement";"chausses";
7888;"ajusté";"pourpoint";
7889;"sous vêtement";"chausses";
7890;"sous vêtement";"chausses";
7891;"tête";"chapeau";
7892;"vêtement";"veste";
7893;"sous vêtement";"drap linge";
7894;"vêtement";"veste";
7895;"vêtement";"veste";
7896;"ajusté";"gipon";
7897;"ajusté";"gipon";
7898;"ajusté";"gipon";
7899;"sous vêtement";"chausses";
7900;"vêtement";"robe";
7901;"sous vêtement";"chausses";
7902;"sous vêtement";"chausses";
7903;"ajusté";"gipon";
7904;"sous vêtement";"chausses";
7905;"vêtement";"robe";
7906;"vêtement";"robe";
7907;"vêtement";"robe";
7908;"tête";"chaperon";
7909;"sous vêtement";"chausses";
7910;"sous vêtement";"chausses";
7911;"ajusté";"gipon";
7912;"tête";"chaperon";
7913;"vêtement";"robe";"freppé"
7914;"tête";"chaperon";"double freppé"
7915;"sous vêtement";"chausses";
7916;"ajusté";"gipon";
7917;"vêtement";"robe";
7918;"ajusté";"gipon";
7919;"sous vêtement";"chausses";
7920;"vêtement";"robe";
7921;"sous vêtement";"chausses";
7922;"sous vêtement";"chausses";
7923;"sous vêtement";"chausses blanc";
7924;"ajusté";"gipon";
7925;"sous vêtement";"chausses";
7926;"sous vêtement";"chausses";
7927;"sous vêtement";"chausses";
7928;"sous vêtement";"chausses blanc";
7929;"vêtement";"veste";
7930;"broderie";"broderie";
7931;"vêtement";"veste";
7932;"vêtement";"veste";
7933;"vêtement";"robe";
7934;"vêtement";"veste";
7935;"vêtement";"veste";
7936;"vêtement";"veste";
7937;"vêtement";"veste";
7938;"vêtement";"veste";
7939;"ajusté";"gipon";
7940;"vêtement";"veste";
7941;"sous vêtement";"chausses";
7942;"sous vêtement";"chausses";
7943;"vêtement";"veste";
7944;"vêtement";"veste";"noir"
7945;"tête";"chaperon";
7946;"sous vêtement";"chausses";
7947;"vêtement";"veste";"à chevaucher"
7948;"militaire";"tabart";
7949;"ajusté";"gipon";
7950;"militaire";"tabart";"double"
7951;"vêtement";"veste";
7952;"sous vêtement";"chausses";
7953;"vêtement";"veste";
7954;"autre";"sac";
7955;"religieux";"couverture d'autel";
7956;"religieux";"chasuble";
7957;"religieux";"manipule";
7958;"vêtement";"veste";
7959;"tête";"chaperon";
7960;"vêtement";"veste";
7961;"autre";"serpillère";
7962;"vêtement";"veste";
7963;"vêtement";"veste";
7964;"vêtement";"veste";"jusqu'au pieds"
7965;"vêtement";"veste";"long"
7966;"intérieur";"cote juste";
7967;"tête";"chapeau";
7968;"sous vêtement";"drap linge";
7969;"parure";"gant";
7970;"tête";"chaperon";
7971;"sous vêtement";"chausses";
7972;"extérieur";"mantel";
7973;"ajusté";"gipon";
7974;"militaire";"bandière pour trompette";
7975;"militaire";"bandière pour trompette";
7976;"tête";"chapeau";
7977;"tête";"bonet";"double"
7978;"extérieur";"mantel";
7979;"vêtement";"robe";
7980;"vêtement";"robe";"long"
7981;"ajusté";"gipon";
7982;"vêtement";"robe";
7983;"ajusté";"gipon";"de 4 drap"
7984;"ajusté";"gipon";
7985;"mobilier";"oreiller";
7986;"ajusté";"gipon";
7987;"vêtement";"robe";
7988;"extérieur";"mantel";
7989;"extérieur";"mantellet";
7990;"sous vêtement";"chausses";
7991;"vêtement";"robe";
7992;"cheval";"tapis de sommier";
7993;"cheval";"garnison";
7994;"vêtement";"robe";
7995;"militaire";"étandard";"armes prince d'Achais"
7996;"vêtement";"robe";"grand manche"
7997;"vêtement";"robe";
7998;"vêtement";"robe";
7999;"vêtement";"robe";
8000;"vêtement";"robe";
8001;"vêtement";"robe";
8002;"vêtement";"robe";
8003;"vêtement";"robe";
8004;"vêtement";"robe";
8005;"vêtement";"robe";
8006;"vêtement";"robe";
8007;"vêtement";"robe";
8008;"vêtement";"robe";
8009;"vêtement";"robe";
8010;"vêtement";"robe";
8011;"vêtement";"veste";
8012;"vêtement";"veste";
8013;"vêtement";"veste";
8014;"vêtement";"veste";
8015;"vêtement";"veste";
8016;"vêtement";"veste";
8017;"vêtement";"veste";
8018;"vêtement";"veste";
8019;"vêtement";"veste";
8020;"vêtement";"veste";
8021;"autre";"chausson de montagne";
8022;"sous vêtement";"chausses";
8023;"ajusté";"gipon";
8024;"vêtement";"veste";
8025;"autre";"chausson";
8026;"autre";"emballage";
8027;"vêtement";"veste";
8028;"autre";"sac";
8029;"vêtement";"robe";
8030;"ajusté";"gipon";
8031;"ajusté";"gipon";
8032;"tête";"chaperon";
8033;"sous vêtement";"chausses";
8034;"ajusté";"gipon";
8035;"sous vêtement";"chausses";
8036;"tête";"chaperon";
8037;"vêtement";"veste";
8038;"extérieur";"mantel";
8039;"tête";"chaperon";
8040;"sous vêtement";"chausses";
8041;"unknow";"disploy";
8042;"unknow";"disploy";
8043;"sous vêtement";"chausses";
8044;"autre";"charnier";
8045;"vêtement";"veste";
8046;"sous vêtement";"chausses";
8047;"mobilier";"couverture de lit";
8048;"unknow";"disploy";
8049;"autre";"sac";
8050;"cheval";"épousette";
8051;"vêtement";"veste";
8052;"vêtement";"veste";
8053;"vêtement";"veste";
8054;"vêtement";"veste";
8055;"parure";"gangt";
8056;"parure";"aiguillette";
8057;"vêtement";"veste";
8058;"vêtement";"veste";
8059;"unknow";"disploy";
8060;"vêtement";"veste";
8061;"tête";"chaperon";
8062;"parure";"manche";
8063;"vêtement";"veste";
8064;"autre";"emballage";
8065;"vêtement";"robe";"de livrée"
8066;"vêtement";"veste";"freppé"
8067;"cheval";"épousette";
8068;"autre";"emballage";
8069;"parure";"manche";
8070;"vêtement";"veste";
8071;"sous vêtement";"chausses";
8072;"tête";"chaperon";
8073;"sous vêtement";"chausses";
8074;"tête";"chapeau";
8075;"unknow";"disploy";
8076;"ajusté";"gipon";
8077;"sous vêtement";"chausses";
8078;"parure";"gangt";
8079;"parure";"gangt";
8080;"religieux";"étuit de croix";
8081;"autre";"emballage";
8082;"cheval";"couverture de selle";
8083;"tête";"chapeau";
8084;"vêtement";"veste";
8085;"parure";"manche";
8086;"militaire";"bandière";
8087;"vêtement";"veste";"long"
8088;"tête";"chaperon";
8089;"sous vêtement";"chausses";
8090;"vêtement";"veste";
8091;"vêtement";"veste";"long"
8092;"parure";"gangt";
8093;"parure";"gangt";
8094;"unknow";"disploy";
8095;"vêtement";"veste";
8096;"vêtement";"veste";"de nuit long"
8097;"vêtement";"veste";
8098;"vêtement";"veste";
8099;"vêtement";"veste";
8100;"vêtement";"veste";
8101;"vêtement";"veste";
8102;"mobilier";"tornavent";
8103;"vêtement";"veste";
8104;"unknow";"disploy";
8105;"sous vêtement";"chausses";
8106;"unknow";"disploy";
8107;"sous vêtement";"chausses";
8108;"tête";"chaperon";
8109;"sous vêtement";"chausses";
8110;"vêtement";"veste";
8111;"vêtement";"veste";
8112;"vêtement";"veste";
8113;"vêtement";"veste";
8114;"tête";"chaperon";
8115;"tête";"chaperon";
8116;"tête";"chaperon";
8117;"tête";"chaperon";
8118;"vêtement";"robe";"brodé livrée genève"
8119;"vêtement";"robe";"brodé livré dame de Milan"
8120;"militaire";"cote d'arme";"bature"
8121;"vêtement";"robe";
8122;"vêtement";"veste";
8123;"vêtement";"robe";
8124;"vêtement";"veste";
8125;"ajusté";"pourpoint";
8126;"vêtement";"robe";"de nuit"
8127;"vêtement";"robe";
8128;"tête";"chaperon";
8129;"sous vêtement";"chausses";
8130;"cheval";"couverture de cheval";
8131;"vêtement";"robe";"freppé"
8132;"sous vêtement";"chausses";
8133;"ajusté";"gipon";
8134;"vêtement";"robe";
8135;"sous vêtement";"chausses";
8136;"mercerie";"chaperon de bacinet";"double"
8137;"vêtement";"robe";"hivers"
8138;"vêtement";"robe";"hivers"
8139;"vêtement";"robe";"de livrée"
8140;"mobilier";"futaine de lit";
8141;"sous vêtement";"chausses";
8142;"autre";"chausson";"petit"
8143;"autre";"chausson";"grand"
8144;"sous vêtement";"chausses";
8145;"ajusté";"gipon";
8146;"tête";"chaperon";
8147;"Chausses";"chausses";"surchausse"
8148;"cheval";"épousette";
8149;"tête";"chaperon";
8150;"sous vêtement";"chausses";
8151;"ajusté";"gipon";
8152;"ajusté";"gipon";
8153;"vêtement";"robe";
8154;"vêtement";"veste";
8155;"religieux";"chape";
8156;"religieux";"chasuble";
8157;"religieux";"tunique";
8158;"religieux";"diaque";
8159;"religieux";"subdiaque";
8160;"religieux";"couverture d'autel";
8161;"vêtement";"veste";
8162;"sous vêtement";"chausses";
8163;"vêtement";"veste";"long"
8164;"vêtement";"veste";"de noce"
8165;"vêtement";"veste";"de nuit"
8166;"unknow";"dispoy";
8167;"vêtement";"veste";
8168;"vêtement";"veste";
8169;"vêtement";"veste";"brodé livrée Amédée de S"
8170;"vêtement";"veste";
8171;"sous vêtement";"chausses";
8172;"vêtement";"veste";
8173;"militaire";"veste";
8174;"religieux";"habit";
8175;"religieux";"habit";
8176;"autre";"reliure";
8177;"vêtement";"veste";
8178;"tête";"chaperon";
8179;"vêtement";"veste";
8180;"unknow";"disploy";
8181;"vêtement";"veste";
8182;"cheval";"épousette";
8183;"cheval";"épousette";
8184;"ajusté";"gipon";
8185;"vêtement";"veste";
8186;"ajusté";"gipon";
8187;"autre";"emballage";
8188;"vêtement";"veste";
8189;"tête";"chapeau";
8190;"mobilier";"couverture";
8191;"sous vêtement";"pelisson";
8192;"vêtement";"veste";
8193;"mobilier";"fenêtre";
8194;"vêtement";"veste";
8195;"vêtement";"veste";"de nuit long"
8196;"vêtement";"veste";
8197;"unknow";"disploy";
8198;"vêtement";"veste";
8199;"mobilier";"fenêtre";
8200;"religieux";"chape";"armes 1"
